transaction_id,transaction_date,customer_id,product_id,count,sales,shipping_date,cancellation_date,status
201912140014-1,2019-12-14,C-002118,VEDB3,1,184800,2019-12-25,,配達済み
201912140017-1,2019-12-14,C-002717,PUDB3,3,269820,2019-12-24,,配達済み
201912140021-1,2019-12-14,C-003601,IKW,3,11343,2019-12-24,,配達済み
201912150002-1,2019-12-15,C-001230,TADB5,2,248684,2019-12-23,,配達済み
201912150004-1,2019-12-15,C-001885,VEDB1,3,509400,2019-12-25,,配達済み
201912150005-1,2019-12-15,C-003392,IMW,1,2537,2019-12-25,,配達済み
201912160000-1,2019-12-16,C-000914,PUNW3,1,98740,2019-12-27,,配達済み
201912190000-1,2019-12-19,C-000849,VEDB7,3,686700,2019-12-31,,配達済み
201912190001-1,2019-12-19,C-001420,ID23,2,39960,2019-12-31,,配達済み
201912190006-1,2019-12-19,C-001822,VENB3,1,222800,2019-12-28,,配達済み
201912190007-1,2019-12-19,C-002219,PUNB3,1,98740,2019-12-25,,配達済み
201912190009-1,2019-12-19,C-002254,INDB3,2,233600,2019-12-31,,配達済み
201912200002-1,2019-12-20,C-001970,INDB1,8,758400,2019-12-30,,配達済み
201912200003-1,2019-12-20,C-002130,CANB11,1,289900,2019-12-31,,配達済み
201912200007-1,2019-12-20,C-002167,CADB9,21,6715800,2020-01-01,,配達済み
201912200008-1,2019-12-20,C-003278,CADB3,2,349800,2019-12-28,,配達済み
201912200008-2,2019-12-20,C-003278,VEDB9,1,379400,2019-12-29,,配達済み
201912200009-1,2019-12-20,C-003693,INDB1,6,568800,2019-12-29,,配達済み
201912210000-1,2019-12-21,C-000654,ZEDB5,2,357800,2020-01-01,,配達済み
201912210000-2,2019-12-21,C-000654,INDB7,2,369600,2019-12-30,,配達済み
201912210000-3,2019-12-21,C-000654,PUNB3,10,987400,2019-12-31,,配達済み
201912210000-4,2019-12-21,C-000654,INNB7,3,545400,2019-12-29,,配達済み
201912210001-1,2019-12-21,C-000760,INNS5,4,639200,2019-12-29,,配達済み
201912210003-1,2019-12-21,C-003069,CANB7,2,459800,2019-12-29,,配達済み
201912210004-1,2019-12-21,C-003231,VEDB3,1,184800,2019-12-30,,配達済み
201912210007-1,2019-12-21,C-003345,PUDB3,4,359760,2019-12-29,,配達済み
201912220001-1,2019-12-22,C-000002,ZENB3,1,154800,2020-01-01,,配達済み
201912220003-1,2019-12-22,C-000891,INNS3,1,126800,2020-01-03,,配達済み
201912220005-1,2019-12-22,C-001297,CANB1,1,129800,2020-01-02,,配達済み
201912230000-1,2019-12-23,C-000096,INDB3,4,467200,2020-01-02,,配達済み
201912230003-1,2019-12-23,C-000256,ZEDB7,4,867600,2020-01-04,,配達済み
201912230004-1,2019-12-23,C-000343,ZEDB7,1,216900,2020-01-01,,配達済み
201912230006-1,2019-12-23,C-000582,VENB5,1,269800,2020-01-02,,配達済み
201912230007-1,2019-12-23,C-000585,INDB9,5,1084000,2020-01-03,,配達済み
201912230009-1,2019-12-23,C-000822,INDB7,2,369600,2020-01-04,,配達済み
201912230012-1,2019-12-23,C-001581,TADB3,1,45342,2020-01-01,,配達済み
201912230013-1,2019-12-23,C-001644,CANB11,2,579800,2020-01-01,,配達済み
201912230014-1,2019-12-23,C-002365,VEDB3,4,739200,2020-01-06,,配達済み
201912230014-2,2019-12-23,C-002365,VEDB11,2,799600,2020-01-03,,配達済み
201912230014-3,2019-12-23,C-002365,CANB5,4,799200,2020-01-06,,配達済み
201912230014-4,2019-12-23,C-002365,VEDB7,5,1144500,2020-01-05,,配達済み
201912230020-1,2019-12-23,C-002435,IMU,1,1230,2020-01-04,,配達済み
201912230023-1,2019-12-23,C-002879,INDB3,5,584000,2020-01-03,,配達済み
201912230024-1,2019-12-23,C-003467,PUNB3,0,0,2020-01-02,,配達済み
201912230025-1,2019-12-23,C-003603,IKW,1,3781,2020-01-04,,配達済み
201912260000-1,2019-12-26,C-000006,ZEDB7,7,1518300,2020-01-04,,配達済み
201912260001-1,2019-12-26,C-000041,INNS5,4,639200,2020-01-04,,配達済み
201912260004-1,2019-12-26,C-000092,VENB3,1,222800,2020-01-06,,配達済み
201912260004-2,2019-12-26,C-000092,CANB11,1,289900,2020-01-03,,配達済み
201912260004-3,2019-12-26,C-000092,INNS9,2,439600,2020-01-05,,配達済み
201912260006-1,2019-12-26,C-000300,INNG3,1,136800,2020-01-03,,配達済み
201912260006-2,2019-12-26,C-000300,INNS5,9,1438200,2020-01-04,,配達済み
201912260007-1,2019-12-26,C-000861,VENB5,1,269800,2020-01-04,,配達済み
201912260009-1,2019-12-26,C-001240,CANB11,2,579800,2020-01-01,,配達済み
201912260010-1,2019-12-26,C-001341,INDB5,4,619200,2020-01-05,,配達済み
201912260011-1,2019-12-26,C-001367,VEDB7,2,457800,2020-01-01,,配達済み
201912260012-1,2019-12-26,C-002317,CANB13,3,1049400,2020-01-03,,配達済み
201912260017-1,2019-12-26,C-002328,INDB1,1,94800,2020-01-03,,配達済み
201912260018-1,2019-12-26,C-003554,ID23,0,0,2020-01-05,,配達済み
201912260022-1,2019-12-26,C-003666,CANB11,6,1739400,2020-01-02,,配達済み
201912270000-1,2019-12-27,C-001347,TADB3,2,90684,2020-01-07,,配達済み
201912270001-1,2019-12-27,C-001802,TADB1,1,14970,2020-01-08,,配達済み
201912270002-1,2019-12-27,C-001828,VEDB1,1,169800,2020-01-08,,配達済み
201912270005-1,2019-12-27,C-001952,VENB5,1,269800,2020-01-05,,配達済み
201912270007-1,2019-12-27,C-002991,INNB5,2,319600,2020-01-04,,配達済み
201912280001-1,2019-12-28,C-000253,INDB1,0,0,2020-01-04,,配達済み
201912280002-1,2019-12-28,C-001080,CANB11,0,0,2020-01-01,,配達済み
201912280003-1,2019-12-28,C-002365,VEDB7,1,228900,2020-01-06,,配達済み
201912280004-1,2019-12-28,C-003424,VEDB7,4,915600,2020-01-07,,配達済み
201912290001-1,2019-12-29,C-001558,ZEDB3,2,311600,2020-01-10,,配達済み
201912290002-1,2019-12-29,C-001863,CANB11,13,3768700,2020-01-10,,配達済み
201912290005-1,2019-12-29,C-002101,INNG5,1,169800,2020-01-05,,配達済み
201912290007-1,2019-12-29,C-002751,IKU,1,2831,2020-01-04,,配達済み
201912290010-1,2019-12-29,C-003098,ID23,3,59940,2020-01-09,,配達済み
201912290012-1,2019-12-29,C-003276,INNS7,4,727200,2020-01-09,,配達済み
201912290012-2,2019-12-29,C-003276,VEDB11,10,3998000,2020-01-06,,配達済み
201912290013-1,2019-12-29,C-003503,VENB9,1,369800,2020-01-05,,配達済み
201912290015-1,2019-12-29,C-003589,CANB7,1,229900,2020-01-07,,配達済み
201912290015-2,2019-12-29,C-003589,TADB1,3,44910,2020-01-07,,配達済み
201912300000-1,2019-12-30,C-000823,CANB11,1,289900,2020-01-04,,配達済み
201912300002-1,2019-12-30,C-001376,VEDB13,4,2339200,2020-01-09,,配達済み
201912300005-1,2019-12-30,C-001950,INNG7,3,575400,2020-01-07,,配達済み
201912300007-1,2019-12-30,C-002082,TADB1,1,14970,2020-01-07,,配達済み
202001020001-1,2020-01-02,C-001342,CANB9,3,779400,2020-01-13,,配達済み
202001030001-1,2020-01-03,C-000446,IKW,0,0,2020-01-13,,配達済み
202001030003-1,2020-01-03,C-001936,IMU,1,1230,2020-01-16,,配達済み
202001040000-1,2020-01-04,C-000672,CADB13,1,434800,2020-01-14,,配達済み
202001040000-2,2020-01-04,C-000672,INDB3,4,467200,2020-01-11,,配達済み
202001040003-1,2020-01-04,C-003337,INNS7,6,1090800,2020-01-11,,配達済み
202001050001-1,2020-01-05,C-003778,ZENB7,1,231400,2020-01-17,,配達済み
202001060002-1,2020-01-06,C-000489,INDB3,3,350400,2020-01-16,,配達済み
202001060003-1,2020-01-06,C-003064,ZENB9,3,839700,2020-01-14,,配達済み
202001060005-1,2020-01-06,C-003529,VEDB15,4,3399200,2020-01-18,,配達済み
202001060006-1,2020-01-06,C-003635,INNB5,1,159800,2020-01-17,,配達済み
202001070001-1,2020-01-07,C-000137,CANB13,7,2448600,2020-01-15,,配達済み
202001070003-1,2020-01-07,C-000617,INNG3,4,547200,2020-01-14,,配達済み
202001070004-1,2020-01-07,C-000989,INNS5,1,159800,2020-01-15,,配達済み
202001070005-1,2020-01-07,C-002250,TADB3,3,136026,2020-01-16,,配達済み
202001070006-1,2020-01-07,C-002729,ZEDB5,1,178900,2020-01-15,,配達済み
202001070011-1,2020-01-07,C-003707,IMU,5,6150,2020-01-16,,配達済み
202001100001-1,2020-01-10,C-000033,TADB3,3,136026,2020-01-18,2020-01-15,キャンセル
202001100001-2,2020-01-10,C-000033,CANB5,11,2197800,2020-01-19,2020-01-15,キャンセル
202001100001-3,2020-01-10,C-000033,INNG1,5,424000,2020-01-18,2020-01-15,キャンセル
202001100001-4,2020-01-10,C-000033,INDB5,9,1393200,2020-01-20,2020-01-15,キャンセル
202001100001-5,2020-01-10,C-000033,CADB7,2,469600,2020-01-21,2020-01-15,キャンセル
202001100003-1,2020-01-10,C-000970,TADB3,0,0,2020-01-18,2020-01-15,キャンセル
202001100005-1,2020-01-10,C-001643,PUNB3,1,98740,2020-01-19,,配達済み
202001100007-1,2020-01-10,C-003706,TADB1,1,14970,2020-01-22,,配達済み
202001130001-1,2020-01-13,C-000912,TADB1,2,29940,2020-01-25,,配達済み
202001130005-1,2020-01-13,C-001052,ID16,0,0,2020-01-21,,配達済み
202001130006-1,2020-01-13,C-001079,VENB9,1,369800,2020-01-22,,配達済み
202001130007-1,2020-01-13,C-001089,TADB3,1,45342,2020-01-23,,配達済み
202001130011-1,2020-01-13,C-001239,VEDB5,10,2248000,2020-01-23,,配達済み
202001130013-1,2020-01-13,C-002544,PUNW3,1,98740,2020-01-23,,配達済み
202001130014-1,2020-01-13,C-002631,CADB11,2,729600,2020-01-24,,配達済み
202001130015-1,2020-01-13,C-003261,ZENB7,2,462800,2020-01-26,,配達済み
202001140001-1,2020-01-14,C-000077,INNB7,0,0,2020-01-26,,配達済み
202001140003-1,2020-01-14,C-002580,CADB11,3,1094400,2020-01-24,2020-01-25,キャンセル
202001150000-1,2020-01-15,C-001087,IKU,1,2831,2020-01-25,,配達済み
202001150002-1,2020-01-15,C-002135,VENB3,1,222800,2020-01-28,,配達済み
202001160001-1,2020-01-16,C-003347,ZENB7,1,231400,2020-01-30,,配達済み
202001160002-1,2020-01-16,C-003395,INDB5,8,1238400,2020-01-28,,配達済み
202001160002-2,2020-01-16,C-003395,IKW,4,15124,2020-01-30,,配達済み
202001170001-1,2020-01-17,C-001154,CADB15,1,679800,2020-01-25,,配達済み
202001170002-1,2020-01-17,C-001867,INNB3,5,634000,2020-01-26,,配達済み
202001170004-1,2020-01-17,C-002244,INNB7,4,727200,2020-01-25,,配達済み
202001170007-1,2020-01-17,C-003301,INDB3,4,467200,2020-01-26,,配達済み
202001170008-1,2020-01-17,C-003383,CANB7,1,229900,2020-01-27,,配達済み
202001170009-1,2020-01-17,C-003705,ZENB3,1,154800,2020-01-25,,配達済み
202001180002-1,2020-01-18,C-000499,ID16,1,16300,2020-01-29,,配達済み
202001180003-1,2020-01-18,C-000966,TADB3,3,136026,2020-01-28,,配達済み
202001180005-1,2020-01-18,C-001219,INNB5,1,159800,2020-01-29,,配達済み
202001180006-1,2020-01-18,C-001778,IKU,8,22648,2020-01-28,,配達済み
202001180007-1,2020-01-18,C-003297,PUNW1,2,135600,2020-01-31,,配達済み
202001180009-1,2020-01-18,C-003531,VEDB15,0,0,2020-01-30,,配達済み
202001180011-1,2020-01-18,C-003731,PUDB1,16,1148800,2020-01-29,,配達済み
202001200000-1,2020-01-20,C-001745,CADB7,3,704400,2020-01-30,,配達済み
202001200003-1,2020-01-20,C-002084,IKU,3,8493,2020-01-28,,配達済み
202001200006-1,2020-01-20,C-002868,CADB5,3,584400,2020-01-28,,配達済み
202001200007-1,2020-01-20,C-003020,PUDB3,1,89940,2020-01-29,,配達済み
202001200008-1,2020-01-20,C-003637,INNB5,0,0,2020-01-29,,配達済み
202001210000-1,2020-01-21,C-000854,CANB11,1,289900,2020-01-28,,配達済み
202001210000-2,2020-01-21,C-000854,TADB5,0,0,2020-01-27,,配達済み
202001230001-1,2020-01-23,C-000181,CADB9,2,639600,2020-02-01,,配達済み
202001230002-1,2020-01-23,C-001005,IMU,5,6150,2020-01-31,,配達済み
202001240003-1,2020-01-24,C-000139,PUNS1,8,542400,2020-01-31,,配達済み
202001240005-1,2020-01-24,C-000561,ZEDB3,0,0,2020-02-02,,配達済み
202001240006-1,2020-01-24,C-001355,INNG7,0,0,2020-01-31,,配達済み
202001240007-1,2020-01-24,C-001618,VEDB3,1,184800,2020-02-02,,配達済み
202001250000-1,2020-01-25,C-000598,VEDB11,4,1599200,2020-02-04,,配達済み
202001250003-1,2020-01-25,C-000823,ID23,2,39960,2020-02-05,,配達済み
202001260001-1,2020-01-26,C-000164,INDB5,2,309600,2020-02-02,,配達済み
202001260002-1,2020-01-26,C-003699,CADB13,2,869600,2020-02-05,,配達済み
202001260002-2,2020-01-26,C-003699,INDB5,2,309600,2020-02-05,,配達済み
202001260002-3,2020-01-26,C-003699,CADB11,2,729600,2020-02-03,,配達済み
202001270002-1,2020-01-27,C-000329,ZEDB9,4,1025600,2020-02-04,,配達済み
202001270003-1,2020-01-27,C-001153,PUNB3,4,394960,2020-02-05,,配達済み
202001280000-1,2020-01-28,C-001798,VEDB17,3,3299400,2020-02-07,,配達済み
202001280003-1,2020-01-28,C-002430,VEDB7,2,457800,2020-02-08,,配達済み
202002010001-1,2020-02-01,C-000103,TADB5,1,124342,2020-02-13,,配達済み
202002010002-1,2020-02-01,C-000666,VEDB13,1,584800,2020-02-09,,配達済み
202002010003-1,2020-02-01,C-000968,ID23,2,39960,2020-02-09,2020-02-06,キャンセル
202002010006-1,2020-02-01,C-001384,CADB3,2,349800,2020-02-11,2020-02-06,キャンセル
202002020000-1,2020-02-02,C-000195,PUNS1,3,203400,2020-02-13,,配達済み
202002020001-1,2020-02-02,C-000632,CANB5,1,199800,2020-02-15,,配達済み
202002020002-1,2020-02-02,C-002444,PUDB1,3,215400,2020-02-13,,配達済み
202002020006-1,2020-02-02,C-002841,CANB3,3,449400,2020-02-11,,配達済み
202002020009-1,2020-02-02,C-003262,ZEDB3,0,0,2020-02-11,,配達済み
202002020011-1,2020-02-02,C-003510,CANB11,0,0,2020-02-13,,配達済み
202002030002-1,2020-02-03,C-000037,ZEDB9,2,512800,2020-02-11,,配達済み
202002030003-1,2020-02-03,C-000185,IMW,1,2537,2020-02-12,,配達済み
202002030004-1,2020-02-03,C-000487,VENB7,1,309800,2020-02-12,,配達済み
202002030006-1,2020-02-03,C-000780,ZEDB5,1,178900,2020-02-13,,配達済み
202002030008-1,2020-02-03,C-000843,ZEDB5,1,178900,2020-02-13,,配達済み
202002030010-1,2020-02-03,C-001273,INDB5,1,154800,2020-02-14,,配達済み
202002030013-1,2020-02-03,C-001420,ZENB9,3,839700,2020-02-14,,配達済み
202002030015-1,2020-02-03,C-001704,CANB11,3,869700,2020-02-11,,配達済み
202002030015-2,2020-02-03,C-001704,INDB5,2,309600,2020-02-13,,配達済み
202002030015-3,2020-02-03,C-001704,INNB5,2,319600,2020-02-12,,配達済み
202002030016-1,2020-02-03,C-003006,ZEDB5,10,1789000,2020-02-14,,配達済み
202002060000-1,2020-02-06,C-000490,ID16,2,32600,2020-02-10,,配達済み
202002060003-1,2020-02-06,C-000788,ZENB7,1,231400,2020-02-11,,配達済み
202002060003-2,2020-02-06,C-000788,CADB3,1,174900,2020-02-13,,配達済み
202002060004-1,2020-02-06,C-000957,IMW,8,20296,2020-02-10,,配達済み
202002060008-1,2020-02-06,C-001158,ZENB5,4,695200,2020-02-12,,配達済み
202002060009-1,2020-02-06,C-001325,VENB9,1,369800,2020-02-17,,配達済み
202002060012-1,2020-02-06,C-001682,INNS5,5,799000,2020-02-18,,配達済み
202002060017-1,2020-02-06,C-002154,CADB7,6,1408800,2020-02-19,2020-02-17,キャンセル
202002060018-1,2020-02-06,C-002412,IMW,1,2537,2020-02-13,,配達済み
202002060019-1,2020-02-06,C-002440,CANB11,7,2029300,2020-02-17,2020-02-17,キャンセル
202002060020-1,2020-02-06,C-002460,PUNW3,1,98740,2020-02-18,,配達済み
202002060021-1,2020-02-06,C-002621,CANB11,4,1159600,2020-02-12,,配達済み
202002060023-1,2020-02-06,C-002703,TADB5,1,124342,2020-02-14,,配達済み
202002060024-1,2020-02-06,C-002923,INNG9,4,919200,2020-02-10,,配達済み
202002060027-1,2020-02-06,C-003792,INNG5,1,169800,2020-02-16,,配達済み
202002070000-1,2020-02-07,C-000428,INNG5,1,169800,2020-02-20,,配達済み
202002070001-1,2020-02-07,C-002582,VENB5,0,0,2020-02-18,,配達済み
202002070002-1,2020-02-07,C-002652,INNB5,1,159800,2020-02-17,,配達済み
202002070007-1,2020-02-07,C-003283,INNS7,1,181800,2020-02-19,,配達済み
202002080003-1,2020-02-08,C-000463,IKW,4,15124,2020-02-15,2020-02-21,キャンセル
202002080004-1,2020-02-08,C-001674,CANB11,1,289900,2020-02-15,,配達済み
202002080005-1,2020-02-08,C-001992,ZENB9,2,559800,2020-02-14,2020-02-21,キャンセル
202002080007-1,2020-02-08,C-003312,INNG9,1,229800,2020-02-18,,配達済み
202002090001-1,2020-02-09,C-000267,VEDB11,1,399800,2020-02-20,,配達済み
202002090004-1,2020-02-09,C-000356,CANB13,3,1049400,2020-02-16,,配達済み
202002090004-2,2020-02-09,C-000356,ZENB1,2,207600,2020-02-16,,配達済み
202002090006-1,2020-02-09,C-001058,CANB3,1,149800,2020-02-18,,配達済み
202002090007-1,2020-02-09,C-001678,VEDB7,4,915600,2020-02-19,,配達済み
202002090009-1,2020-02-09,C-001790,ZEDB3,4,623200,2020-02-21,,配達済み
202002090010-1,2020-02-09,C-002019,CADB5,1,194800,2020-02-16,,配達済み
202002090013-1,2020-02-09,C-002023,ID16,1,16300,2020-02-22,,配達済み
202002090014-1,2020-02-09,C-002685,VEDB11,6,2398800,2020-02-19,,配達済み
202002090018-1,2020-02-09,C-003232,CANB11,1,289900,2020-02-20,,配達済み
202002090019-1,2020-02-09,C-003286,INNB7,2,363600,2020-02-21,,配達済み
202002090020-1,2020-02-09,C-003331,TADB3,1,45342,2020-02-19,,配達済み
202002090022-1,2020-02-09,C-003727,INNB7,5,909000,2020-02-16,,配達済み
202002100001-1,2020-02-10,C-000620,INDB5,5,774000,2020-02-18,,配達済み
202002100001-2,2020-02-10,C-000620,PUNS3,3,296220,2020-02-19,,配達済み
202002100004-1,2020-02-10,C-000640,CANB5,7,1398600,2020-02-17,,配達済み
202002100006-1,2020-02-10,C-000922,INNB5,2,319600,2020-02-17,,配達済み
202002100007-1,2020-02-10,C-001116,IKU,1,2831,2020-02-20,,配達済み
202002100008-1,2020-02-10,C-001359,VEDB17,2,2199600,2020-02-21,,配達済み
202002100011-1,2020-02-10,C-002816,VENB5,3,809400,2020-02-16,,配達済み
202002110001-1,2020-02-11,C-000097,ZEDB9,1,256400,2020-02-22,,配達済み
202002110003-1,2020-02-11,C-000164,VEDB11,1,399800,2020-02-19,,配達済み
202002110003-2,2020-02-11,C-000164,ZENB5,4,695200,2020-02-19,,配達済み
202002110005-1,2020-02-11,C-000332,INNS7,3,545400,2020-02-23,,配達済み
202002110005-2,2020-02-11,C-000332,CADB1,5,674000,2020-02-23,,配達済み
202002110005-3,2020-02-11,C-000332,PUDB3,4,359760,2020-02-23,,配達済み
202002110007-1,2020-02-11,C-000667,ID16,2,32600,2020-02-20,,配達済み
202002110008-1,2020-02-11,C-000973,CADB11,1,364800,2020-02-20,,配達済み
202002110010-1,2020-02-11,C-001014,INNB5,2,319600,2020-02-22,,配達済み
202002110012-1,2020-02-11,C-001142,ZENB7,2,462800,2020-02-19,,配達済み
202002110013-1,2020-02-11,C-001178,VEDB3,3,554400,2020-02-19,2020-02-29,キャンセル
202002110019-1,2020-02-11,C-001478,PUNR3,3,296220,2020-02-20,,配達済み
202002110020-1,2020-02-11,C-001486,ZENB9,2,559800,2020-02-19,,配達済み
202002110021-1,2020-02-11,C-001728,IKU,4,11324,2020-02-22,,配達済み
202002110022-1,2020-02-11,C-002158,CANB13,0,0,2020-02-23,,配達済み
202002110023-1,2020-02-11,C-002244,IMW,2,5074,2020-02-21,,配達済み
202002110024-1,2020-02-11,C-002282,CADB3,1,174900,2020-02-19,,配達済み
202002110027-1,2020-02-11,C-002409,IMW,2,5074,2020-02-22,,配達済み
202002110030-1,2020-02-11,C-002529,ZENB9,1,279900,2020-02-19,,配達済み
202002110032-1,2020-02-11,C-002635,CADB13,4,1739200,2020-02-22,,配達済み
202002110033-1,2020-02-11,C-003285,VENB7,4,1239200,2020-02-23,,配達済み
202002110034-1,2020-02-11,C-003344,CANB13,15,5247000,2020-02-17,,配達済み
202002110035-1,2020-02-11,C-003442,INNS3,1,126800,2020-02-22,,配達済み
202002110039-1,2020-02-11,C-003585,IKW,11,41591,2020-02-21,,配達済み
202002130001-1,2020-02-13,C-000214,ZENB5,4,695200,2020-02-21,,配達済み
202002130004-1,2020-02-13,C-000235,PUNW3,1,98740,2020-02-20,,配達済み
202002130007-1,2020-02-13,C-000330,CANB11,3,869700,2020-02-25,,配達済み
202002130008-1,2020-02-13,C-001229,TADB5,6,746052,2020-02-22,,配達済み
202002130010-1,2020-02-13,C-001252,VEDB7,1,228900,2020-02-21,,配達済み
202002130011-1,2020-02-13,C-001771,INNS1,2,149600,2020-02-24,,配達済み
202002130012-1,2020-02-13,C-002712,TADB3,2,90684,2020-02-23,,配達済み
202002130013-1,2020-02-13,C-003336,VEDB17,3,3299400,2020-02-22,,配達済み
202002130014-1,2020-02-13,C-003534,INNB7,3,545400,2020-02-22,,配達済み
202002140000-1,2020-02-14,C-000798,CANB11,1,289900,2020-02-21,,配達済み
202002140003-1,2020-02-14,C-001164,VENB7,1,309800,2020-02-21,,配達済み
202002140005-1,2020-02-14,C-001406,VEDB3,1,184800,2020-02-21,,配達済み
202002140010-1,2020-02-14,C-001446,VEDB5,1,224800,2020-02-23,,配達済み
202002140011-1,2020-02-14,C-001491,VENB7,2,619600,2020-02-22,,配達済み
202002140013-1,2020-02-14,C-001938,VENB5,1,269800,2020-02-22,,配達済み
202002140015-1,2020-02-14,C-001996,INDB7,0,0,2020-02-23,,配達済み
202002140016-1,2020-02-14,C-002337,INNB7,1,181800,2020-02-22,,配達済み
202002140017-1,2020-02-14,C-002449,INNS5,12,1917600,2020-02-21,,配達済み
202002140018-1,2020-02-14,C-002616,ZENB5,1,173800,2020-02-22,,配達済み
202002140019-1,2020-02-14,C-002981,INNS7,6,1090800,2020-02-24,,配達済み
202002140020-1,2020-02-14,C-003254,PUDB1,1,71800,2020-02-24,,配達済み
202002140025-1,2020-02-14,C-003263,TADB3,1,45342,2020-02-22,,配達済み
202002150000-1,2020-02-15,C-000075,ZEDB7,1,216900,2020-02-25,,配達済み
202002150002-1,2020-02-15,C-000197,CADB11,1,364800,2020-02-25,,配達済み
202002150002-2,2020-02-15,C-000197,ZENB5,5,869000,2020-02-24,,配達済み
202002150003-1,2020-02-15,C-000222,CANB5,5,999000,2020-02-26,,配達済み
202002150003-2,2020-02-15,C-000222,VEDB9,4,1517600,2020-02-26,,配達済み
202002150004-1,2020-02-15,C-000229,INNS7,3,545400,2020-02-26,,配達済み
202002150008-1,2020-02-15,C-000711,ZENB7,0,0,2020-02-24,,配達済み
202002150009-1,2020-02-15,C-001008,VENB7,4,1239200,2020-02-24,,配達済み
202002150014-1,2020-02-15,C-001213,INDB7,6,1108800,2020-02-24,,配達済み
202002150016-1,2020-02-15,C-001251,VEDB1,0,0,2020-02-25,,配達済み
202002150017-1,2020-02-15,C-001277,INNG7,4,767200,2020-02-24,,配達済み
202002150018-1,2020-02-15,C-002019,ZENB1,3,311400,2020-02-24,,配達済み
202002150019-1,2020-02-15,C-002530,VENB7,2,619600,2020-02-23,,配達済み
202002150020-1,2020-02-15,C-002603,PUNS3,2,197480,2020-02-24,,配達済み
202002150024-1,2020-02-15,C-003031,PUNR3,1,98740,2020-02-25,,配達済み
202002150025-1,2020-02-15,C-003271,CANB13,2,699600,2020-02-24,,配達済み
202002150028-1,2020-02-15,C-003723,TADB5,1,124342,2020-02-25,,配達済み
202002160000-1,2020-02-16,C-000111,ZEDB5,2,357800,2020-02-23,,配達済み
202002160001-1,2020-02-16,C-000123,CANB9,3,779400,2020-02-22,,配達済み
202002160002-1,2020-02-16,C-000235,PUNS1,1,67800,2020-02-27,,配達済み
202002160005-1,2020-02-16,C-000278,VENB3,4,891200,2020-02-24,,配達済み
202002160008-1,2020-02-16,C-001080,INNG5,1,169800,2020-02-27,,配達済み
202002160009-1,2020-02-16,C-001316,ID23,1,19980,2020-02-25,,配達済み
202002160011-1,2020-02-16,C-001448,CADB5,5,974000,2020-02-24,,配達済み
202002160013-1,2020-02-16,C-001473,CADB3,2,349800,2020-02-25,,配達済み
202002160014-1,2020-02-16,C-001652,INNS7,2,363600,2020-02-22,,配達済み
202002160015-1,2020-02-16,C-001675,VENB5,2,539600,2020-02-23,,配達済み
202002160017-1,2020-02-16,C-001745,VEDB11,2,799600,2020-02-26,,配達済み
202002160018-1,2020-02-16,C-001961,CANB1,1,129800,2020-02-29,,配達済み
202002160020-1,2020-02-16,C-002202,IKU,4,11324,2020-02-24,,配達済み
202002160023-1,2020-02-16,C-002252,INNG9,6,1378800,2020-02-26,,配達済み
202002160025-1,2020-02-16,C-002273,INNS9,1,219800,2020-02-22,,配達済み
202002160027-1,2020-02-16,C-002318,VEDB13,2,1169600,2020-02-21,,配達済み
202002160030-1,2020-02-16,C-002778,CANB11,1,289900,2020-02-28,2020-03-02,キャンセル
202002160032-1,2020-02-16,C-002984,PUNB3,2,197480,2020-02-28,,配達済み
202002160034-1,2020-02-16,C-003186,INNS9,1,219800,2020-02-25,,配達済み
202002160040-1,2020-02-16,C-003237,INNB9,4,879200,2020-02-24,,配達済み
202002160043-1,2020-02-16,C-003294,VEDB9,1,379400,2020-02-29,,配達済み
202002160044-1,2020-02-16,C-003439,INNB1,3,224400,2020-02-24,,配達済み
202002160045-1,2020-02-16,C-003485,INNB7,4,727200,2020-02-26,,配達済み
202002180002-1,2020-02-18,C-000335,PUDB3,8,719520,2020-02-28,,配達済み
202002180003-1,2020-02-18,C-001830,TADB3,3,136026,2020-03-02,,配達済み
202002180004-1,2020-02-18,C-001923,IMW,1,2537,2020-02-28,,配達済み
202002180005-1,2020-02-18,C-003043,INNS7,1,181800,2020-02-28,,配達済み
202002180007-1,2020-02-18,C-003588,INNG9,2,459600,2020-03-01,,配達済み
202002200000-1,2020-02-20,C-000402,TADB5,1,124342,2020-03-02,,配達済み
202002200001-1,2020-02-20,C-000482,VEDB7,3,686700,2020-03-01,,配達済み
202002200002-1,2020-02-20,C-001498,INNS9,0,0,2020-02-29,,配達済み
202002200004-1,2020-02-20,C-001534,VEDB5,0,0,2020-02-29,,配達済み
202002200006-1,2020-02-20,C-001545,IMW,3,7611,2020-03-01,,配達済み
202002200009-1,2020-02-20,C-002502,ZEDB7,2,433800,2020-03-02,,配達済み
202002200010-1,2020-02-20,C-002716,TADB3,1,45342,2020-02-25,,配達済み
202002200013-1,2020-02-20,C-003158,CANB9,0,0,2020-02-28,,配達済み
202002200017-1,2020-02-20,C-003468,VEDB9,2,758800,2020-03-02,,配達済み
202002200018-1,2020-02-20,C-003689,INNG5,1,169800,2020-02-27,,配達済み
202002200019-1,2020-02-20,C-003756,CANB5,0,0,2020-02-24,,配達済み
202002210001-1,2020-02-21,C-000246,ZEDB1,2,249600,2020-02-28,,配達済み
202002210002-1,2020-02-21,C-000294,ZENB5,3,521400,2020-03-03,,配達済み
